file,id,type,speaker,jp,current_english,suggested_english,notes,status
takashi.json,37,Dialog,Honey,「うん。あのね、崇がものすっごく眠い状態で接客をしちゃったの」,"Yeah. You see, Takashi was super
drowsy while serving customers.",,,
takashi.json,39,Dialog,Honey,「でね、その接客をしてた女の子たちが崇のことがみーんな大好きなファンの子だったから、崇の発言にすっごく喜んじゃったんだ」,"See, the girls I was hosting were
all huge fans of Takashi, so they
were thrilled by everything he said!",,,
takashi.json,41,Dialog,Honey,「でもね、それって崇の本当の言葉じゃないからね、事情を説明しようねって話してたんだよ〜」,"But you see, that's not what Takashi
really meant. We were talking about
explaining the situation.",,,
takashi.json,44,Dialog,Haruhi,「あー……」,「Ah...」,,,
takashi.json,45,Dialog,Haruhi,多分、こうゆうことだろうなぁ。,I guess it's something like this.,,,
takashi.json,47,Dialog,Fan kid A,「モリくん、あの……クッキーを焼いてきたのですけど」,"Mori-kun, um... I baked some
cookies.",,,
takashi.json,54,Dialog,Mori,「ありがとう。喜んで頂くよ」,Thanks. I'm glad you like it.,,,
takashi.json,56,Dialog,Mori,「ああ、君」,"Yeah, you.",,,
takashi.json,58,Dialog,Fan Girl B,「え？」,Huh?,,,
takashi.json,60,Dialog,Mori,「ほっぺたにクリームがついているよ」,There's cream on your cheek.,,,
takashi.json,62,Dialog,Fan Girl B,「あああ、ありがとうございます」,"Aah, thank you.",,,
takashi.json,67,Dialog,Mori,「いや、君のほおは柔らかくてとてもかわいいから、こちらこそお礼を言わなければいけないね」,"No, your cheeks are soft and very
cute, so I should be the one
thanking you.",,,
takashi.json,70,Dialog,Haruhi,「……それは血の気が引くような光景ですね」,That's a terrifying sight.,,,
takashi.json,71,Dialog,Haruhi,寝起きのハニー先輩は恐くて、眠いモリ先輩はクサい。,"Sleepy Honey-senpai is scary and
sleepy Mori-senpai stinks.",,,
takashi.json,72,Dialog,Haruhi,自分も１度見ているが、その光景の凄まじさは折紙つきだ。,"I've seen it once myself, but its
intensity is legendary.",,,
takashi.json,79,Dialog,Mori,「それほどひどいのか……」,It's that bad...?,,,
takashi.json,81,Dialog,Haruhi,「あ、いえ。環先輩のウザさに比べればマシです」,"Oh, no. Compared to Tama-chan's
annoyance, I'm better.",,,
takashi.json,86,Dialog,Mori,「環よりマシ……か」,Better than Tama-chan...,,,
takashi.json,88,Dialog,Haruhi,「そ、それよりもその後のフォローがまだなんですよね？」,"Isn't there still some follow-up
after that?",,,
takashi.json,96,Dialog,Honey,「うん。だから眠い状態で出ちゃ駄目って僕言ったでしょ？」,"Yeah, I told you it's no good to go
out when you're sleepy, right?",,,
takashi.json,101,Dialog,Honey,「崇のファンの子って内気な子が多くって、崇のことが本当に好きな子たちだもん」,"Takashi's fans are mostly shy kids
who really love him.",,,
takashi.json,103,Dialog,Honey,「あまーい言葉をかけられたら余計好きになっちゃっうんだよ？」,"You end up liking it even more when
you're showered with sweet words?",,,
takashi.json,108,Dialog,Mori,「それは猛省している」,I have deeply reflected on it.,,,
takashi.json,113,Dialog,Honey,「うん。ならさ、やっぱり謝りにいこ？　ね？」,"Sure. Should we go apologize then?
Right?",,,
takashi.json,118,Dialog,Mori,「……ああ、そうだな」,...Right.,,,
takashi.json,121,Dialog,Mori,ハニー先輩ってこうゆう時、普段のキャラクターとは違った上級生らしい対応なんだよね。,"That's how Senior Honey acts when he
needs to be a proper upperclassman.",,,
takashi.json,122,Dialog,Mori,曲者ぞろいのホスト部でも、なんだかんだで上級生のこの２人が根底を支えてる……のかもしれない。,"Even in a Host Club full of
oddballs, these two senpai might be
the ones really holding it together.",,,
takashi.json,123,Dialog,Mori,……多分。,...Probably.,,,
takashi.json,126,Dialog,Haruhi,「じゃあ、肝心のモリ先輩のファンの子を探さなきゃいけませんね」,"So we've got to find Mori-senpai's
fan.",,,
takashi.json,128,Dialog,Haruhi,「心当たりってありますか？」,Any leads?,,,
takashi.json,135,Dialog,Honey,「んーとね、あるにはあるんだけどね」,"Hmm, well, there is something...",,,
takashi.json,136,Dialog,Honey,ちらりとハニー先輩がモリ先輩を見る。,Honey-senpai glances at Mori-senpai.,,,
takashi.json,144,Dialog,Mori,「……俺が１人の時しか現れない」,...I only appear when I'm alone.,,,
takashi.json,146,Dialog,Honey,「そうなの。ものすっごく恥ずかしがりやさんでね、崇が１人の時しか出てきてくれないんだ」,"That's right. She's super shy and
only comes out when Takashi is
alone.",,,
takashi.json,148,Dialog,Haruhi,「モリ先輩とハニー先輩って一緒の時が多いですよね？」,"Aren't Mori-senpai and Honey-senpai
often together?",,,
takashi.json,155,Dialog,Honey,「うん。だからね、僕も一緒にごめんねしたいんだけど、僕が一緒だと姿を見せてくれなくってさ」,"Yeah. That's why I want to apologize
too, but she won't show herself if
I'm with you.",,,
takashi.json,157,Dialog,Haruhi,「はあ……小動物かなにかのようですね」,Hmm... It's like a little animal.,,,
takashi.json,158,Dialog,Haruhi,小動物は１度姿を消すと見つけるのがとても困難だって聞いたことがある。,"I've heard that once small animals
hide, they're really hard to find.",,,
takashi.json,163,Dialog,Honey,「ねえねえ、ハルちゃんはどーしたらいいと思う？」,"Hey, Haru-chan, what do you think we
should do?",,,
takashi.json,165,Dialog,Haruhi,「そうですね。とりあえずは探してみましょう。本物の動物じゃないんだし、探していれば見つかりますよ」,"Right. Let's search for now. It's
not a real animal, so we should find
it if we look.",,,
takashi.json,166,Dialog,Haruhi,善は急げっていうからね。事が大きくなる前に解決しないと面倒なことになるかもしれない。,"We should act fast before things get
out of hand.",,,
takashi.json,171,Dialog,Honey,「……あのね、ハルちゃん。探す前に１つ聞いてもいいかな？」,"...Hey Haru-chan. Can I ask you
something before we look?",,,
takashi.json,173,Dialog,Haruhi,「はい、自分で答えられることであれば」,"Sure, if I can answer it myself.",,,
takashi.json,178,Dialog,Honey,「崇が悩んでるのはね、ほんとうに自分を好きだと思ってる子たちに軽薄な言葉を言っちゃったからなの」,"It's because I said something
frivolous to the girls who really
like me.",,,
takashi.json,180,Dialog,Honey,「だからね、とーっても複雑な問題になってくるんだけど、ハルちゃんはそれでも大丈夫かなあって」,"So it's going to be a really
complicated problem. Do you think
you can handle that, Haru-chan?",,,
takashi.json,182,Dialog,Haruhi,「そうですね。自分は……」,That's right. I'm...,,,
takashi.json,191,Dialog,Haruhi,「絶対って断言できるほど自信はありませんが、出来る範囲で協力しますよ」,"I can't say for sure, but I'll help
as much as I can.",,,
takashi.json,196,Dialog,Honey,「そっか。うん……ありがとね、ハルちゃん」,"Oh, thanks Haru-chan.",,,
takashi.json,199,Dialog,Haruhi,「協力しますよ。誤解したままの彼女たちも、それを見ているモリ先輩も、どちらも悲しいだけですから」,"I'll help. It's sad for them to
misunderstand and for you, Morikun,
to see it.",,,
takashi.json,205,Dialog,Honey,「そっかあ。そうだよね、誤解したままなのは悲しいよね！　うん、ありがとうハルちゃん♪」,"Oh, I see. Yeah, it's sad to stay
misunderstood! Thanks, Haru-chan♪",,,
takashi.json,208,Dialog,Haruhi,「こうゆうことに向いてないかもしれません。それでもいいですか？」,"Maybe I'm not suited for this kind
of thing. Is that okay?",,,
takashi.json,213,Dialog,Honey,「いいよ、ハルちゃん。他人の色恋沙汰ってすんごくむずかしいもんね」,"Sure, Haru-chan. Other people's love
affairs are really complicated.",,,
takashi.json,215,Dialog,Honey,「協力してくれるって気持ちだけで嬉しいよ。崇もそう思うでしょ？」,"I'm happy just because you're
willing to help. You agree with me,
right, Takashi?",,,
takashi.json,223,Dialog,Mori,「ああ……」,Oh...,,,
takashi.json,225,Dialog,Haruhi,「ありがとうございます」,Thank you.,,,
takashi.json,230,Dialog,Haruhi,「……無理ですね。自分の場合男とか女とかどうでも良いと言いますか……ほとんど意識することもありませんので」,"...It's impossible. I don't really
care about being a guy or girl... I
hardly even think about it.",,,
takashi.json,235,Dialog,Honey,「ん〜ハルちゃんはそうだよねえ」,"Hmm~ That's right, Haru-chan.",,,
takashi.json,237,Dialog,Haruhi,「すみません」,Sorry.,,,
takashi.json,245,Dialog,Mori,「……謝ることはない」,There's nothing to apologize for.,,,
takashi.json,250,Dialog,Honey,「そうだよ、ハルちゃん。僕もこうゆうのはぜんぜんわからないもん」,"That's right, Haru-chan. I don't
have any idea about this stuff
either.",,,
takashi.json,252,Dialog,Honey,「そうゆうわからないって気持ちをちゃんと言ってくれたハルちゃんは偉いと思うよ？」,"Isn't Haruhi great for saying what
she doesn't understand?",,,
takashi.json,254,Dialog,Haruhi,「ハニー先輩……ありがとうございます」,Honey-senpai... Thank you.,,,
takashi.json,259,Dialog,Honey,「んーん。あのね、これから僕と崇で彼女たちに会ってくるけど結果はハルちゃんにちゃんと報告するね」,"Hmm. Listen, Takashi and I are going
to meet with them now, but we'll
report back to you properly later.",,,
takashi.json,261,Dialog,Haruhi,「いいんですか？」,Are you sure?,,,
takashi.json,263,Dialog,Honey,「いいの、いいの。ね、崇？」,"It's fine, it's fine. Right,
Takashi?",,,
takashi.json,268,Dialog,Mori,「ああ。ここで待っていて欲しい」,Please wait here.,,,
takashi.json,270,Dialog,Haruhi,「モリ先輩……はい、自分はここで待ってます。気をつけて行って来て下さいね」,"Mori-senpai... Yes, I'll wait here.
Please be careful.",,,
takashi.json,275,Dialog,Mori,「行ってくる」,「Be back soon.」,,,
takashi.json,280,Dialog,Honey,「行ってくるね、ハルちゃん」,"I'm off, Haru-chan.",,,
takashi.json,283,Dialog,Honey,上手くいくといいですね、モリ先輩。,"I hope it goes well for you,
Mori-senpai.",,,
takashi.json,285,Dialog,Honey,……あの時、違った返事をしていれば、別の結末もあったのかな？,"...If I had answered differently
back then, would things have turned
out differently?",,,
takashi.json,286,Dialog,Honey,もし、あの時に戻れたら、今度は別の答え方を……,"If I could go back to that moment,
I'd answer differently this time...",,,
takashi.json,294,Dialog,Haruhi,「それでですね、まず探すにあたって闇雲に探すのも効率が悪いので、彼女たちのクラスから当たってみようと思います」,"First of all, searching randomly
isn't efficient, so I think we
should start with their class.",,,
takashi.json,296,Dialog,Honey,「ん〜多分いないんじゃないかなあ」,Hmm~ I don't think they're here.,,,
takashi.json,304,Dialog,Mori,「この時間なら下校しているはずだ」,They should be heading home now.,,,
takashi.json,305,Dialog,Mori,言われてみれば、空は刻々と夕闇色に染まってきている。,"Now that you mention it, the sky is
gradually turning dark.",,,
takashi.json,307,Dialog,Haruhi,「うーん……念の為に校舎を探してから覗いてみます。クラスは何組ですか？」,"Hmm... I'll look around the school
building first. What's your class
number?",,,
takashi.json,309,Dialog,Mori,「３年Ａ組」,Class 3-A,,,
takashi.json,311,Dialog,Haruhi,「ああ。お２人と同じクラスなんですね」,"Oh. You're in the same class as
them.",,,
takashi.json,316,Dialog,Honey,「うん。だけどクラスではあまり会わないんだ。とっても恥ずかしがりやさんなんだもん」,"Yeah, but I don't see her much in
class. She's super shy.",,,
takashi.json,318,Dialog,Haruhi,「わかりました。じゃあ、モリ先輩はハニー先輩に任せても良いですか？」,"Got it. So, can I leave Mori-senpai
to Honey-senpai?",,,
takashi.json,320,Dialog,Haruhi,「自分が探しにいってきますので」,I'll go look for her.,,,
takashi.json,325,Dialog,Honey,「ハルちゃんだけで大丈夫？」,"「Are you okay on your own,
Haru-chan?」",,,
takashi.json,326,Dialog,Honey,ハニー先輩が心配そうに小首を傾げる。モリ先輩１人の時に現れるってことは、モリ先輩を連れて行った方が得策かもしれない。,"Honey-senpai looks worried. If it
appears only when Mori's alone,
bring him along -- that seems smart.",,,
takashi.json,327,Dialog,Honey,けど……。,But...,,,
takashi.json,329,Dialog,Haruhi,「モリ先輩が一緒だと彼女たちも落ち着かないでしょうし、ハニー先輩でも気を遣ってしまうと思います」,"I think they'll be uneasy with
Morino-senpai around and even
Honey-senpai will have to worry.",,,
takashi.json,331,Dialog,Haruhi,「その点、自分はそれほど知られてないので話し易いんじゃないかと」,"I don't get much attention, so it
should be easier to talk to me.",,,
takashi.json,336,Dialog,Honey,「そっか。じゃあハルちゃんにお願いするね」,Got it. Then I'll ask Haru-chan.,,,
takashi.json,341,Dialog,Mori,「すまない」,I'm sorry.,,,
takashi.json,343,Dialog,Haruhi,「いえ。それでは行ってきます」,"No, I'll be going now.",,,
takashi.json,350,Dialog,,モリ先輩をハニー先輩に預けて、第三音楽室を後にしたのはいいんだけれど……。,"It was fine to leave Morino-senpai
with Honey-senpai and head away from
the third music room...",,,
takashi.json,352,Dialog,Haruhi,「まずはどっちから見て行こうかな」,Shall we start with which one first?,,,
takashi.json,353,Choice,Haruhi,東側から,From the east!,,,
takashi.json,354,Choice,Haruhi,西側から,From the west!,,,
takashi.json,365,Dialog,Haruhi,「うん、東側からみていこう」,Let's look at it from the east side.,,,
takashi.json,366,Dialog,Haruhi,誰かいないかな……。馬鹿みたいに広い学校だから、一歩間違うとすれ違う可能性が高いんだよね……。,"Is anyone around...? This school's
so huge, one wrong turn and we could
easily miss each other...",,,
takashi.json,370,Dialog,Haruhi,「あ、あの。すいません」,"Um, excuse me.",,,
takashi.json,372,Dialog,Student A,「？　はい、僕に何か御用でしょうか？」,"? Yes, may I help you?",,,
takashi.json,374,Dialog,Haruhi,「校舎内で３年Ａ組のこの女性を見かけませんでしたか？」,"Have you seen this woman from class
3-A around school?",,,
takashi.json,375,Dialog,Haruhi,鏡夜先輩から借りた顧客名簿リストの中から拝借した女性の写真を提示する。,"Show the photos of women I borrowed
from the customer list Kyoya-senpai
lent me.",,,
takashi.json,376,Dialog,Haruhi,プライバシーにあたるから本当はいけないことなんだけど、緊急事態ってことで了解をもらったんだよね。,"It's actually not allowed because of
privacy issues, but I got permission
for this emergency situation.",,,
takashi.json,377,Dialog,Haruhi,後が恐いけど、そこはモリ先輩にフォローしてもらおう。,"I'm scared of what comes next, but
I'll leave it to Mori-senpai to
cover for me.",,,
takashi.json,379,Dialog,Student A,「いえ、そのような女性はお見かけしてませんね。多分、こっちの校舎にはいないんじゃないでしょうか」,"No, I haven't seen such a woman.
She's probably not in this building.",,,
takashi.json,381,Dialog,Student A,「長く歩いていますが１度も見てませんので」,"I haven't seen it even once despite
walking for so long.",,,
takashi.json,383,Dialog,Haruhi,「そうですか……ありがとうございます」,That so... Thanks.,,,
takashi.json,384,Dialog,Haruhi,そうなるとこっちの校舎にはいないってことかな。,Then she's not in this building?,,,
takashi.json,385,Dialog,Haruhi,反対側の校舎を回ってみよう。,Check out the other building.,,,
takashi.json,388,Dialog,Haruhi,「……あ、すいません」,"...Oh, sorry.",,,
takashi.json,390,Dialog,Student B,「？　ああ、道を間違われたのですね」,"Hmm? Oh, you must have taken a wrong
turn.",,,
takashi.json,392,Dialog,Student B,「この校舎は広いですもの、迷子になってもいたしかたありませんわ」,"It's such a big school, getting lost
isn't so bad.",,,
takashi.json,394,Dialog,Haruhi,「いえ、迷子ではないんです。あの……」,"No, I'm not lost. Um...",,,
takashi.json,396,Dialog,Haruhi,「校舎内で３年Ａ組のこの女性を見かけませんでしたか？」,"Have you seen this woman from class
3-A around school?",,,
takashi.json,398,Dialog,Student B,「そうですわね……この写真の方はお見かけしておりませんわ」,"I see... I haven't seen this person
before.",,,
takashi.json,400,Dialog,Student B,「反対側の校舎はお探しになりました？」,Looking for the other building?,,,
takashi.json,402,Dialog,Haruhi,「はい」,Yes,,,
takashi.json,404,Dialog,Student B,「でしたらもうお帰りになったのではないでしょうか？　それかその方のクラスをお尋ねになってはいかが？」,"Then perhaps you've already left? Or
should I ask about your class?",,,
takashi.json,406,Dialog,Haruhi,「そうですね……ありがとうございます」,That's right... Thank you.,,,
takashi.json,407,Dialog,Haruhi,困ったなあ。東側にも西側にもいないとなると……。,"I'm in trouble. If she's not on the
east side or west side...",,,
takashi.json,409,Dialog,Haruhi,「うーん、駄目でもともとでクラスの方も覗いてこようかな」,"Hmm, even if it doesn't work out, I
might as well check out the
classroom.",,,
takashi.json,410,Dialog,Haruhi,もしかしたらまだいるかもしれないしね。,Maybe they're still there.,,,
takashi.json,413,Dialog,Haruhi,「３年Ａ組……ここか」,3-A... This must be it.,,,
takashi.json,414,Dialog,Haruhi,プレートに３年Ａ組と書かれてあるのを確認してから、教室のドアを開ける。,"Check that the plate says ""3-A"" and
open the door.",,,
takashi.json,415,Dialog,Haruhi,しん……と静まり返った教室。見渡すと誰一人として教室には残っていなかった。,"The classroom was silent... No one
remained inside.",,,
takashi.json,417,Dialog,Haruhi,「結構遅い時間だしね。……ん？　なんだろう、あれ」,"It's pretty late. ...Hm? What's that
over there?",,,
takashi.json,418,Dialog,Haruhi,ひとつだけ違和感のある机があった。,"There was one desk that felt out of
place.",,,
takashi.json,419,Dialog,Haruhi,他の机の上は何も無いのに、教壇の前から３番目の机の上にだけ、ピンクのリボンが結ばれたプレゼントが置かれている。,"Every other desk is empty, but the
third desk from the podium has a
present tied with a pink ribbon.",,,
takashi.json,420,Dialog,Haruhi,近寄ってみると、ほかにも沢山のプレゼントが机の周りを取り囲むようにして置かれていた。,"Getting closer, I see that there are
many more gifts placed around the
desk.",,,
takashi.json,422,Dialog,Haruhi,「もしかしてこれって……」,Could this be...,,,
takashi.json,423,Dialog,Haruhi,嫌な予感がして、いけないと思ったけれどプレゼントのうちの１つを手にとる。,"A bad feeling washed over me, but I
picked up one of the gifts anyway.",,,
takashi.json,424,Dialog,Haruhi,メッセージカードがついてるみたいだ。えーと……。,"It looks like there's a message
card. Um...",,,
takashi.json,426,Dialog,Haruhi,「親愛なるモリくんへ……」,Dear Mori-kun...,,,
takashi.json,427,Dialog,Haruhi,どうしよう、事態は自分が思っている以上に深刻だ。そっとプレゼントを元の場所に戻す。,"What should I do? The situation is
more serious than I thought. Put the
present back where it was.",,,
takashi.json,429,Dialog,Haruhi,「一旦部室に戻ってこのことを報告したほうがいいよね」,"Should we go back to the club room
and report this?",,,
takashi.json,430,Dialog,Haruhi,これは早めに解決しないと……モリ先輩が大変なことになるかもしれない。,"We need to solve this quickly... or
Morikane-senpai might be in trouble.",,,
takashi.json,434,Dialog,Haruhi,「うん、西側からみていこう」,Let's look at it from the west side.,,,
takashi.json,435,Dialog,Haruhi,誰かいないかな……。馬鹿みたいに広い学校だから、一歩間違うとすれ違う可能性が高いんだよね……。,"Is anyone around...? This school is
so huge that I'm bound to bump into
someone if I take a wrong step...",,,
takashi.json,437,Dialog,Haruhi,「……あ、すいません」,"...Oh, sorry.",,,
takashi.json,439,Dialog,Student B,「？　ああ、道を間違われたのですね」,"Hmm? Oh, you must have taken a wrong
turn.",,,
takashi.json,441,Dialog,Student B,「この校舎は広いですもの、迷子になってもいたしかたありませんわ」,"It's such a big school building,
getting lost isn't so bad.",,,
takashi.json,443,Dialog,Haruhi,「いえ、迷子ではないんです。あの……」,"No, I'm not lost. Um...",,,
takashi.json,445,Dialog,Haruhi,「校舎内で３年Ａ組のこの女性を見かけませんでしたか？」,"Have you seen this woman from class
3-A around school?",,,
takashi.json,446,Dialog,Haruhi,鏡夜先輩から借りた顧客名簿リストの中から拝借した女性の写真を提示する。,"Show the photos of women I borrowed
from the customer list Kyoya-senpai
lent me.",,,
takashi.json,447,Dialog,Haruhi,プライバシーにあたるから本当はいけないことなんだけど、緊急事態ってことで了解をもらったんだよね。,"It's actually not allowed because of
privacy issues, but I got permission
for this emergency situation.",,,
takashi.json,448,Dialog,Haruhi,後が恐いけど、そこはモリ先輩にフォローしてもらおう。,"I'm scared of what comes next, but
I'll leave that to Mori-senpai.",,,
takashi.json,450,Dialog,Student B,「そうですわね……この写真の方はお見かけしておりませんわ」,"I see... I haven't seen this person
before.",,,
takashi.json,452,Dialog,Student B,「反対側の校舎はお探しになりました？」,Looking for the other building?,,,
takashi.json,454,Dialog,Haruhi,「まだ見てません」,I haven't seen it yet.,,,
takashi.json,456,Dialog,Student B,「でしたらそちら側を探してみてはいかが？」,Then why don't you check over there?,,,
takashi.json,458,Dialog,Student B,「探し物がありましてこちら側を隅々まで歩いておりましたが、お見かけしておりませんもの」,"I've been searching around here
thoroughly but haven't seen it.",,,
takashi.json,460,Dialog,Haruhi,「そうですね……ありがとうございます」,That's right... Thank you.,,,
takashi.json,461,Dialog,Haruhi,そうなるとこっちの校舎にはいないってことかな。,"That means she's not in this
building, then?",,,
takashi.json,462,Dialog,Haruhi,反対側の校舎を回ってみよう。,Check out the other building.,,,
takashi.json,465,Dialog,Haruhi,「……あ、すいません」,"...Oh, sorry.",,,
takashi.json,467,Dialog,Student A,「？　はい、僕に何か御用でしょうか？」,"? Yes, may I help you?",,,
takashi.json,469,Dialog,Haruhi,「校舎内で３年Ａ組のこの女性を見かけませんでしたか？」,"Have you seen this woman from class
3-A around school?",,,
takashi.json,471,Dialog,Student A,「いえ、そのような女性はお見かけしてませんね。西側はあたってみましたか？」,"No, I haven't seen such a woman.
Have you checked the west side?",,,
takashi.json,473,Dialog,Haruhi,「はい」,Yes,,,
takashi.json,475,Dialog,Student A,「なら時間も遅いですし、帰ってしまったんでしょう」,Then it's late and she went home.,,,
takashi.json,477,Dialog,Student A,「貴方もあまり遅くまで校舎に残っていないで早くお帰りになったほうが良いですよ」,"You should go home early and not
stay in the school building too late
either.",,,
takashi.json,479,Dialog,Haruhi,「お気遣いありがとうございます」,Thank you for your concern.,,,
takashi.json,480,Dialog,Haruhi,困ったなあ。東側にも西側にもいないとなると……。,"Troubling... If they're not on the
east side or west side...",,,
takashi.json,482,Dialog,Haruhi,「うーん、駄目でもともとでクラスの方も覗いてこようかな」,"Hmm, well, even if it doesn't work
out, I might as well check on the
class.",,,
takashi.json,483,Dialog,Haruhi,もしかしたらまだいるかもしれないしね。,Maybe they're still there.,,,
takashi.json,486,Dialog,Haruhi,「３年Ａ組……ここか」,3-A... This must be it.,,,
takashi.json,487,Dialog,Haruhi,プレートに３年Ａ組と書かれてあるのを確認してから、教室のドアを開ける。,"Check that the plate says ""Class
3-A"" and open the door.",,,
takashi.json,488,Dialog,Haruhi,しん……と静まり返った教室。見渡すと誰一人として教室には残っていなかった。,"The classroom was silent... No one
remained inside.",,,
takashi.json,490,Dialog,Haruhi,「結構遅い時間だしね。……ん？　なんだろう、あれ」,"It's getting pretty late... Hm?
What's that over there?",,,
takashi.json,491,Dialog,Haruhi,ひとつだけ違和感のある机があった。,"There was one desk that felt out of
place.",,,
takashi.json,492,Dialog,Haruhi,他の机の上は何も無いのに、教壇の前から３番目の机の上にだけ、ピンクのリボンが結ばれたプレゼントが置かれている。,"Every other desk is empty, but the
third desk from the podium has a
present tied with a pink ribbon.",,,
takashi.json,493,Dialog,Haruhi,近寄ってみると、ほかにも沢山のプレゼントが机の周りを取り囲むようにして置かれていた。,"As I got closer, I saw that there
were many more gifts placed around
the desk.",,,
takashi.json,495,Dialog,Haruhi,「もしかしてこれって……」,Could this be...,,,
takashi.json,496,Dialog,Haruhi,嫌な予感がして、いけないと思ったけれどプレゼントのうちの１つを手にとる。,"A bad feeling washed over me, but I
picked up one of the gifts anyway.",,,
takashi.json,497,Dialog,Haruhi,メッセージカードがついてるみたいだ。えーと……。,"It looks like there's a message
card. Um...",,,
takashi.json,499,Dialog,Haruhi,「親愛なるモリくんへ……」,Dear Mori-kun...,,,
takashi.json,500,Dialog,Haruhi,どうしよう、事態は自分が思っている以上に深刻だ。,"What should I do? The situation is
more serious than I thought.",,,
takashi.json,501,Dialog,Haruhi,そっとプレゼントを元の場所に戻す。,"I gently put the present back where
it was.",,,
takashi.json,503,Dialog,Haruhi,「一旦部室に戻ってこのことを報告したほうがいいよね」,"Should we go back to the club room
and report this?",,,
takashi.json,504,Dialog,Haruhi,これは早めに解決しないと……モリ先輩が大変なことになるかもしれない。,"We need to solve this quickly... or
Morikko might be in trouble.",,,
takashi.json,508,Dialog,Haruhi,「ただいま戻りました。あのですね……」,I'm back. Well...,,,
takashi.json,515,Dialog,Mori,「……行ってくる」,「...I'm going」,,,
takashi.json,517,Dialog,Haruhi,「？　あ、もしかして女の子たちから呼び出されたんですか？」,"Huh? Oh, did someone call you?",,,
takashi.json,519,Dialog,Mori,「ああ……」,Oh...,,,
takashi.json,521,Dialog,Haruhi,「自分も一緒に行きましょうか？」,Shall I go with you?,,,
takashi.json,523,Dialog,Haruhi,「校舎を周って、彼女たちは見つけられませんでしたけど、教室でモリ先輩宛てのプレゼントを沢山見てきました」,"We searched the building, no luck,
but saw lots of presents for
Mori-senpai in the classrooms.",,,
takashi.json,525,Dialog,Haruhi,「自分なんかでは頼りないかもしれませんけど、それでもいないよりはいた方が良いと思うんです」,"I might not be much help, but I
think it's better to have me around
than not.",,,
takashi.json,530,Dialog,Mori,「ハルヒ、申し出はとても有り難いが彼女たちは俺１人を指名した」,"Haruhi, I appreciate your offer, but
they only asked for me.",,,
takashi.json,532,Dialog,Mori,「だから、ここは俺１人で行くのが礼儀だ」,"So it's only right for me to go
alone.",,,
takashi.json,534,Dialog,Haruhi,「モリ先輩……」,Mori-senpai...,,,
takashi.json,539,Dialog,Mori,「すまない」,I'm sorry.,,,
takashi.json,542,Dialog,Haruhi,「……モリ先輩！！」,「...Mori-senpai!!」,,,
takashi.json,549,Dialog,Honey,「ハルちゃん、ハルちゃん」,"Haru-chan, Haru-chan",,,
takashi.json,551,Dialog,Haruhi,「あ、ハニー先輩……」,"Ahh, Honey-senpai...",,,
